,1,2,3,4,5,6,7,8,9,Salary,Projection
208,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Daniel Jones,Jacksonville,41200,98.78
209,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40900,98.60000000000001
344,Jared Cook,Gerald Everett,Cordarrelle Patterson,Chuba Hubbard,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40300,98.45
86,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Mac Jones,Washington,41200,98.41
210,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Daniel Jones,Detroit,41100,98.32000000000001
345,Jared Cook,Evan Engram,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40400,98.28
346,Jared Cook,Gerald Everett,Nick Chubb,Chuba Hubbard,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40200,98.05
87,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40900,98.00999999999999
211,Jared Cook,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40800,97.72999999999999
88,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,41100,97.72999999999999
212,Jared Cook,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,41000,97.44999999999999
89,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Justin Fields,Washington,41000,97.30999999999999
90,Jared Cook,Chuba Hubbard,Antonio Gibson,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40800,96.52
347,Jared Cook,Hunter Henry,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40100,96.49
348,Dallas Goedert,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39900,96.41
349,Jared Cook,Gerald Everett,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,39800,96.3
213,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,40700,96.23
91,Jared Cook,Cordarrelle Patterson,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40700,96.16
350,Jared Cook,Gerald Everett,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Detroit,40000,96.02
214,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,40500,95.55000000000001
215,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Taylor Heinicke,Washington,40600,95.34
92,Jared Cook,Cordarrelle Patterson,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40600,95.22
216,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40200,95.15
351,Jared Cook,Gerald Everett,Cordarrelle Patterson,Chuba Hubbard,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39600,95.0
217,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,40400,94.87
352,Jared Cook,Evan Engram,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39700,94.83
218,Jared Cook,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,40300,94.45
93,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,40500,94.41
353,Jared Cook,Gerald Everett,Nick Chubb,Chuba Hubbard,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39500,94.05
94,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40200,94.00999999999999
95,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,40400,93.72999999999999
354,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Washington,39200,93.72
219,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Daniel Jones,Washington,40100,93.66
355,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Daniel Jones,Detroit,39400,93.44
96,Jared Cook,Chuba Hubbard,Antonio Gibson,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,40300,93.30999999999999
97,Jared Cook,Chuba Hubbard,Antonio Gibson,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40100,93.07
356,Jared Cook,Gerald Everett,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39100,92.85
357,Jared Cook,Gerald Everett,Chuba Hubbard,Antonio Gibson,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,39300,92.57
220,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jaylen Waddle,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,40000,92.41
221,Jared Cook,Antonio Gibson,J.D. McKissic,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39900,91.78999999999999
98,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,40000,91.57
358,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,39000,91.35
99,Jared Cook,Cordarrelle Patterson,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39900,91.22
359,Jared Cook,C.J. Uzomah,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38900,91.09
100,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Mac Jones,Washington,39800,90.89
360,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Mac Jones,Washington,38800,90.67
222,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,39700,90.61
101,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39500,90.49
223,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Taylor Heinicke,Washington,39800,90.39999999999999
361,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38500,90.27
224,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39400,90.21
102,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,39700,90.21
362,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,38700,89.99
225,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,39600,89.92999999999999
103,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Justin Fields,Washington,39600,89.78999999999999
363,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Brandin Cooks,Zach Pascal,Deonte Harris,Justin Fields,Washington,38600,89.57
226,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,39500,89.50999999999999
104,Jared Cook,Chuba Hubbard,Antonio Gibson,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39400,89.07
364,Jared Cook,Gerald Everett,Chuba Hubbard,Antonio Gibson,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38400,88.85
227,Jared Cook,Chuba Hubbard,JaMycal Hasty,Jaylen Waddle,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39300,88.41
228,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Daniel Jones,Washington,39200,87.72
105,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,39300,87.57
365,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,38300,87.35
106,Jared Cook,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39200,87.13
366,Jared Cook,C.J. Uzomah,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38200,87.09
107,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,39100,86.89
229,Jared Cook,Antonio Gibson,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39100,86.85
367,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,38100,86.67
230,Jared Cook,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,39000,86.52000000000001
108,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38800,86.49
368,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37800,86.27
109,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,39000,86.21
369,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,38000,85.99
110,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,38900,85.78999999999999
231,Jared Cook,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38900,85.57999999999998
370,Jared Cook,Gerald Everett,Chuba Hubbard,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,37900,85.57
371,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37700,85.33
232,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,38800,84.67
233,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38500,84.27
234,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,38700,83.99
111,Gerald Everett,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38700,83.65
235,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,38600,83.57
372,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Jaylen Waddle,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37600,83.53
112,Jared Cook,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38500,83.13
373,Jared Cook,Gerald Everett,Antonio Gibson,J.D. McKissic,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37500,82.91
236,Jared Cook,J.D. McKissic,JaMycal Hasty,Jaylen Waddle,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38400,82.47
113,Jared Cook,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,38600,82.42999999999999
374,Jared Cook,C.J. Uzomah,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37400,82.14999999999999
114,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38300,81.86
375,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,37300,81.73
237,Jared Cook,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38200,81.58
376,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37000,81.33
115,Jared Cook,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,38400,81.16
377,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,37200,81.05
238,Jared Cook,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,38300,80.88
378,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,37100,80.63
239,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38000,79.64
379,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,36800,79.39
116,Gerald Everett,Chuba Hubbard,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38200,79.02000000000001
240,Jared Cook,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,38100,78.94
380,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Brandin Cooks,Zach Pascal,Deonte Harris,Justin Fields,Washington,36900,78.69
117,Jared Cook,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,38000,78.5
241,Jared Cook,Antonio Gibson,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37900,78.22
381,Jared Cook,Gerald Everett,Antonio Gibson,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,36700,77.97
118,Jared Cook,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,38100,77.8
242,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,37800,76.72
382,Jared Cook,Gerald Everett,Chuba Hubbard,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,36500,76.7
383,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Teddy Bridgewater,Washington,36600,76.47
243,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Mac Jones,Washington,37600,76.04
244,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Taylor Heinicke,Washington,37700,75.83
384,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Mac Jones,Washington,36400,75.78999999999999
119,Gerald Everett,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37900,75.66000000000001
245,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37300,75.64
385,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,36100,75.39
246,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,37500,75.36
386,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,36300,75.11
247,Jared Cook,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,37400,74.94
387,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Justin Fields,Washington,36200,74.69
248,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,37200,72.8
120,Gerald Everett,Antonio Gibson,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Houston,37800,72.44
388,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Zach Pascal,Deonte Harris,Tyrod Taylor,Houston,36000,72.16999999999999
389,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Mac Jones,Washington,35900,71.16
390,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Washington,35600,70.76
391,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Detroit,35800,70.48
392,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Justin Fields,Washington,35700,70.06
249,Gerald Everett,J.D. McKissic,JaMycal Hasty,Jarvis Landry,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Houston,37100,69.58
393,Jared Cook,Gerald Everett,J.D. McKissic,JaMycal Hasty,Kendrick Bourne,Zach Pascal,Deonte Harris,Tyrod Taylor,Houston,35500,67.53999999999999
