,1,2,3,4,5,6,7,8,9,Salary,Projection
117,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tyler Lockett,Tee Higgins,Josh Allen,Detroit,56600,128.42000000000002
33,Dallas Goedert,Darrell Henderson,Chuba Hubbard,J.D. McKissic,Robert Woods,Tee Higgins,Marquez Callaway,Josh Allen,Detroit,56600,127.79
34,Dallas Goedert,D'Andre Swift,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Daniel Jones,Jacksonville,56700,127.72999999999999
198,T.J. Hockenson,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Josh Allen,Los Angeles Chargers,56900,127.68
199,Kyle Pitts,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Josh Allen,Detroit,56800,127.52000000000001
200,T.J. Hockenson,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Josh Allen,Jacksonville,56500,127.5
201,T.J. Hockenson,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Josh Allen,Washington,56400,127.32000000000001
35,Dallas Goedert,D'Andre Swift,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Daniel Jones,Detroit,56400,127.27
118,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Marquez Callaway,Josh Allen,Cleveland,56700,127.15
202,T.J. Hockenson,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Josh Allen,Detroit,56200,127.04
203,T.J. Hockenson,Dallas Goedert,Alvin Kamara,Chuba Hubbard,Calvin Ridley,Robert Woods,Tee Higgins,Tyrod Taylor,Detroit,56700,126.84
36,Dallas Goedert,Alvin Kamara,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tee Higgins,Trevor Lawrence,Washington,56500,126.81
204,T.J. Hockenson,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Chris Godwin,Calvin Ridley,Tee Higgins,Josh Allen,Detroit,56600,126.7
119,Dallas Goedert,Chuba Hubbard,J.D. McKissic,Calvin Ridley,Robert Woods,Tyler Lockett,Tee Higgins,Josh Allen,New York Jets,56400,126.7
