,1,2,3,4,5,6,7,8,9,Salary,Projection
19,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Denver Broncos,55700,140.7
163,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,56100,140.60000000000002
20,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,54900,140.6
21,George Kittle,Todd Gurley II,James White,Jalen Richard,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,55600,140.4
164,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,59300,140.4
22,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,55100,140.3
165,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,57200,140.20000000000002
23,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53800,140.0
166,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,59700,140.0
323,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,58000,139.9
24,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,Oakland Raiders,56200,139.9
25,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,54700,139.8
167,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,57600,139.8
26,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,54300,139.79999999999998
168,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,56800,139.7
27,George Kittle,Todd Gurley II,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,54500,139.60000000000002
324,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,59600,139.5
28,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,55800,139.4
169,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Denver Broncos,58700,139.39999999999998
29,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Tom Brady,Denver Broncos,59800,139.3
30,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,57700,139.29999999999998
170,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,San Francisco 49ers,57900,139.29999999999998
31,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53200,139.20000000000002
325,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,56000,139.20000000000002
32,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,58300,139.2
171,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,55700,139.10000000000002
326,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,57400,139.10000000000002
33,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Denver Broncos,57200,139.10000000000002
172,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,New England Patriots,57300,139.1
173,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,57000,139.0
327,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,59200,139.0
174,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,56200,138.9
34,George Kittle,Todd Gurley II,James White,Kerryon Johnson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,58000,138.9
175,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Detroit Lions,58300,138.89999999999998
35,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,San Francisco 49ers,58800,138.89999999999998
328,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,57100,138.8
36,Jared Cook,Todd Gurley II,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53900,138.8
37,Rob Gronkowski,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,56600,138.70000000000002
176,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,New England Patriots,58400,138.7
177,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Denver Broncos,58100,138.60000000000002
38,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,55200,138.6
39,George Kittle,Todd Gurley II,James White,Kerryon Johnson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Denver Broncos,59100,138.5
178,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,56600,138.5
329,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,54900,138.4
40,Jared Cook,Todd Gurley II,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Tom Brady,Oakland Raiders,55000,138.4
41,George Kittle,Todd Gurley II,James White,Jalen Richard,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,56100,138.3
179,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,54600,138.3
330,Rob Gronkowski,George Kittle,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,58100,138.3
331,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,58600,138.20000000000002
180,Rob Gronkowski,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,59100,138.2
181,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Detroit Lions,57700,138.10000000000002
42,Jared Cook,Todd Gurley II,James White,Doug Martin,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,54400,138.00000000000003
182,George Kittle,Todd Gurley II,James White,Amari Cooper,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,59000,138.0
43,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Derek Carr,Oakland Raiders,54000,138.0
332,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,58300,137.9
333,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,59000,137.8
183,Rob Gronkowski,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,San Francisco 49ers,59400,137.7
334,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,56900,137.60000000000002
335,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,56100,137.5
184,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,54000,137.5
44,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,53300,137.5
185,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,55800,137.4
336,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,57900,137.4
45,George Kittle,Todd Gurley II,James White,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53500,137.3
46,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,53000,137.2
337,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,56500,137.10000000000002
186,Jared Cook,Todd Gurley II,James White,Jordy Nelson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,56400,137.10000000000002
187,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Tom Brady,Oakland Raiders,55100,137.1
338,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,San Francisco 49ers,57200,137.1
188,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,San Francisco 49ers,56900,137.0
339,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,New England Patriots,56600,136.9
189,Rob Gronkowski,Todd Gurley II,James White,Jordy Nelson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,59600,136.9
340,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,55000,136.8
190,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,New England Patriots,56300,136.8
47,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,Oakland Raiders,52600,136.70000000000002
341,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,55400,136.70000000000002
191,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,54700,136.70000000000002
192,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Denver Broncos,55500,136.7
342,Jared Cook,George Kittle,Todd Gurley II,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Detroit Lions,57600,136.7
193,Rob Gronkowski,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,Oakland Raiders,58500,136.6
343,Rob Gronkowski,George Kittle,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,58200,136.6
48,Jared Cook,Todd Gurley II,James White,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,52900,136.50000000000003
194,Rob Gronkowski,Todd Gurley II,James White,Jordy Nelson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,60000,136.5
344,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,55200,136.4
49,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,52400,136.4
195,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,54900,136.3
345,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,58400,136.2
196,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Jordy Nelson,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,58900,136.10000000000002
346,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53900,136.10000000000002
347,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,New England Patriots,55500,136.1
197,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,New England Patriots,55200,136.0
348,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,Oakland Raiders,56300,136.0
198,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53600,135.9
199,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,54100,135.8
349,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,San Francisco 49ers,59500,135.79999999999998
350,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,57300,135.60000000000002
50,George Kittle,Todd Gurley II,James White,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,53600,135.6
351,Rob Gronkowski,George Kittle,Todd Gurley II,Jalen Richard,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,57800,135.6
51,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,San Francisco 49ers,53100,135.5
200,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,54300,135.5
201,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Emmanuel Sanders,Robert Woods,Tom Brady,Oakland Raiders,55600,135.4
352,Jared Cook,Rob Gronkowski,Todd Gurley II,James White,Kenny Golladay,Emmanuel Sanders,Robert Woods,Tom Brady,Denver Broncos,59900,135.4
202,George Kittle,Todd Gurley II,James White,Jordy Nelson,Cooper Kupp,Emmanuel Sanders,Robert Woods,Tom Brady,Detroit Lions,58600,135.39999999999998
353,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Denver Broncos,55900,135.2
203,Jared Cook,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53000,135.1
354,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,55100,135.1
52,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,San Francisco 49ers,52700,135.0
53,George Kittle,Todd Gurley II,Phillip Lindsay,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,52500,134.9
355,Rob Gronkowski,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,56200,134.8
204,Jared Cook,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Seth Roberts,Robert Woods,Jared Goff,Oakland Raiders,53800,134.70000000000002
356,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,55300,134.7
205,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,55000,134.6
357,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Denver Broncos,54800,134.5
358,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,54000,134.4
54,George Kittle,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Seth Roberts,Jared Goff,Oakland Raiders,52800,134.4
359,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Detroit Lions,55700,134.3
360,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,San Francisco 49ers,56400,134.29999999999998
206,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,53700,134.2
361,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,54200,134.10000000000002
55,Jared Cook,Todd Gurley II,Phillip Lindsay,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,51900,134.10000000000002
362,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Derek Carr,Oakland Raiders,54100,134.1
56,Jared Cook,Todd Gurley II,James White,Jalen Richard,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,Oakland Raiders,52300,134.00000000000003
207,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,53900,133.9
363,Jared Cook,George Kittle,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Tom Brady,Detroit Lions,56800,133.89999999999998
364,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,New England Patriots,54500,133.8
208,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,54400,133.8
57,Jared Cook,Todd Gurley II,James White,Jalen Richard,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,52100,133.70000000000002
209,George Kittle,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,52700,133.70000000000002
365,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,52900,133.70000000000002
366,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,Oakland Raiders,53300,133.60000000000002
210,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,New England Patriots,54200,133.6
58,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Seth Roberts,Jared Goff,Oakland Raiders,52200,133.6
211,Jared Cook,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,53100,133.4
367,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,53100,133.3
212,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Seth Roberts,Robert Woods,Jared Goff,Oakland Raiders,53400,133.20000000000002
213,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Derek Carr,Oakland Raiders,53200,133.2
214,Jared Cook,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,52100,132.9
59,George Kittle,Phillip Lindsay,James White,Jalen Richard,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,51600,132.70000000000002
368,Jared Cook,Jeff Heuerman,Todd Gurley II,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,53700,132.5
215,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Seth Roberts,Robert Woods,Jared Goff,Oakland Raiders,52800,132.4
60,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Robert Woods,Derek Carr,Oakland Raiders,51800,132.4
369,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Jared Goff,San Francisco 49ers,54300,132.4
370,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Denver Broncos,53800,132.10000000000002
61,George Kittle,Todd Gurley II,Phillip Lindsay,Jalen Richard,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,51700,132.1
371,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,53000,132.0
62,George Kittle,Phillip Lindsay,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,50500,131.9
372,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,53200,131.70000000000002
63,Jared Cook,Todd Gurley II,Phillip Lindsay,Jalen Richard,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,Oakland Raiders,51300,131.60000000000002
64,Jared Cook,Todd Gurley II,Phillip Lindsay,James White,Courtland Sutton,Seth Roberts,Robert Woods,Jared Goff,Oakland Raiders,51400,131.6
373,Jared Cook,George Kittle,Phillip Lindsay,James White,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,52000,131.5
216,George Kittle,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,51700,131.4
374,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,New England Patriots,53500,131.4
65,Jared Cook,Todd Gurley II,Phillip Lindsay,Jalen Richard,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,51100,131.3
375,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Robert Woods,Jared Goff,Oakland Raiders,52300,131.20000000000002
217,Jared Cook,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,San Francisco 49ers,52200,131.2
376,Jared Cook,George Kittle,Todd Gurley II,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Detroit Lions,53600,131.2
66,Jared Cook,Phillip Lindsay,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,49900,131.10000000000002
218,George Kittle,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,52400,131.0
377,Jared Cook,George Kittle,Todd Gurley II,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,52600,131.0
378,Jared Cook,George Kittle,Todd Gurley II,Phillip Lindsay,Courtland Sutton,Kenny Golladay,Cooper Kupp,Jared Goff,Oakland Raiders,52100,130.9
219,Jared Cook,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Detroit Lions,52600,130.8
220,Jared Cook,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Seth Roberts,Robert Woods,Jared Goff,San Francisco 49ers,52900,130.70000000000002
379,Jared Cook,George Kittle,Phillip Lindsay,James White,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,50900,130.70000000000002
221,Jared Cook,Phillip Lindsay,James White,Courtland Sutton,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,51100,130.60000000000002
222,George Kittle,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,50600,130.6
67,Jared Cook,Phillip Lindsay,James White,Doug Martin,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,50400,130.3
380,Jared Cook,Jeff Heuerman,Todd Gurley II,James White,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,52700,130.20000000000002
223,Jared Cook,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Robert Woods,Jared Goff,Oakland Raiders,51800,130.20000000000002
68,George Kittle,Phillip Lindsay,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,San Francisco 49ers,50600,130.2
69,George Kittle,Phillip Lindsay,James White,Jalen Richard,Kenny Golladay,Cooper Kupp,Emmanuel Sanders,Jared Goff,Oakland Raiders,50800,129.9
224,Jared Cook,Phillip Lindsay,James White,Courtland Sutton,Kenny Golladay,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,50000,129.8
70,George Kittle,Phillip Lindsay,James White,Jalen Richard,Courtland Sutton,Cooper Kupp,Robert Woods,Jared Goff,Oakland Raiders,49500,129.60000000000002
