,1,2,3,4,5,6,7,8,9,Salary,Projection
294,Travis Kelce,Alvin Kamara,Nick Chubb,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47200,137.29999999999998
38,Travis Kelce,Alvin Kamara,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,46600,137.2
39,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46400,136.79999999999998
40,Travis Kelce,Phillip Lindsay,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46300,136.7
557,Travis Kelce,Austin Hooper,James Conner,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47100,136.7
295,Travis Kelce,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,46900,136.6
42,Travis Kelce,Nick Chubb,Adrian Peterson,Kenyan Drake,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46500,136.6
41,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Dolphins,46500,136.6
297,Travis Kelce,Nick Chubb,Adrian Peterson,Jarvis Landry,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47100,136.5
298,Travis Kelce,Alvin Kamara,Adrian Peterson,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47100,136.5
296,Travis Kelce,Nick Chubb,James Conner,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47100,136.5
558,Travis Kelce,Kyle Rudolph,Alvin Kamara,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47000,136.29999999999998
300,Travis Kelce,Alvin Kamara,Nick Chubb,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,47000,136.2
299,Travis Kelce,Alvin Kamara,Adrian Peterson,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,47000,136.2
43,Travis Kelce,Phillip Lindsay,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,46100,136.2
301,Travis Kelce,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,46700,136.1
44,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46000,136.1
559,Travis Kelce,Austin Hooper,Alvin Kamara,Phillip Lindsay,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46900,135.9
302,Travis Kelce,Nick Chubb,James Conner,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,46800,135.8
45,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Ravens,46200,135.79999999999998
46,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45800,135.6
303,Travis Kelce,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46500,135.6
560,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Michael Crabtree,Cam Newton,Broncos,46800,135.5
561,Travis Kelce,Austin Hooper,Phillip Lindsay,Nick Chubb,Adam Thielen,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,46800,135.5
47,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,45900,135.5
304,Travis Kelce,Alvin Kamara,Nick Chubb,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46600,135.5
562,Travis Kelce,Austin Hooper,Lamar Miller,Nick Chubb,Adam Thielen,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,46700,135.4
563,Travis Kelce,Austin Hooper,Alvin Kamara,Phillip Lindsay,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,46700,135.4
564,Travis Kelce,Austin Hooper,Alvin Kamara,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,46700,135.4
565,Travis Kelce,Austin Hooper,Alvin Kamara,Lamar Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46600,135.3
566,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46300,135.2
305,Travis Kelce,Nick Chubb,Adrian Peterson,Kenny Golladay,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46300,135.0
306,Travis Kelce,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,46100,134.9
48,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45500,134.8
52,Travis Kelce,Alvin Kamara,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,45700,134.5
51,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Ravens,45700,134.5
50,Austin Hooper,Alvin Kamara,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,45700,134.5
49,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,45700,134.5
567,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45900,134.5
307,Travis Kelce,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45900,134.4
568,Travis Kelce,Austin Hooper,Nick Chubb,James Conner,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46200,134.4
53,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45300,134.3
308,Travis Kelce,Alvin Kamara,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,46200,134.2
569,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Ravens,46100,134.2
54,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,45400,134.1
570,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45700,134.0
571,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Cam Newton,Broncos,46000,133.8
572,Travis Kelce,Austin Hooper,Nick Chubb,James Conner,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45800,133.7
309,Travis Kelce,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,45600,133.7
310,Travis Kelce,Alvin Kamara,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45800,133.5
55,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45000,133.4
56,Austin Hooper,Alvin Kamara,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45100,133.3
311,Travis Kelce,Nick Chubb,Adrian Peterson,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,45700,133.29999999999998
312,Travis Kelce,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,45400,133.2
57,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,45200,133.2
573,Travis Kelce,Austin Hooper,Nick Chubb,James Conner,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45600,133.2
58,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44800,132.9
574,Travis Kelce,Kyle Rudolph,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45500,132.8
313,Travis Kelce,Alvin Kamara,Nick Chubb,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45500,132.7
314,Travis Kelce,Nick Chubb,Adrian Peterson,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45300,132.6
59,Travis Kelce,Alvin Kamara,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,44900,132.5
575,Travis Kelce,Austin Hooper,Phillip Lindsay,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45400,132.5
576,Travis Kelce,Austin Hooper,Lamar Miller,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45300,132.4
577,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,45000,132.29999999999998
578,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Dolphins,45100,132.1
60,Travis Kelce,Lamar Miller,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44700,132.1
315,Travis Kelce,Nick Chubb,Adrian Peterson,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,45100,132.1
579,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Marvin Jones Jr.,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,45200,131.9
61,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,44600,131.8
316,Travis Kelce,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Chiefs,45200,131.7
580,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44600,131.6
317,Travis Kelce,Nick Chubb,Adrian Peterson,Willie Snead IV,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,45000,131.6
62,Travis Kelce,Lamar Miller,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44500,131.6
63,Travis Kelce,Nick Chubb,Peyton Barber,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44400,131.5
581,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Ravens,44800,131.29999999999998
318,Travis Kelce,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,44900,131.29999999999998
582,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Chiefs,44900,131.2
583,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44400,131.1
319,Travis Kelce,Nick Chubb,Adrian Peterson,Willie Snead IV,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44800,131.1
64,Travis Kelce,Nick Chubb,Peyton Barber,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44200,131.0
584,Travis Kelce,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,44700,130.7
320,Travis Kelce,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44500,130.6
585,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,44500,130.5
65,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,44100,130.5
321,Travis Kelce,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,44600,130.5
322,Travis Kelce,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44400,130.3
66,Travis Kelce,Isaiah Crowell,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44000,130.2
323,Travis Kelce,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44300,130.1
586,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,44300,130.0
587,Travis Kelce,Kyle Rudolph,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44200,129.9
324,Travis Kelce,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44200,129.8
67,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,43800,129.6
588,Travis Kelce,Austin Hooper,Phillip Lindsay,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44100,129.5
68,Travis Kelce,Isaiah Crowell,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43700,129.4
325,Travis Kelce,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,44100,129.2
69,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,43600,129.1
590,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,43900,129.0
589,Travis Kelce,Austin Hooper,Phillip Lindsay,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43900,129.0
70,Travis Kelce,Isaiah Crowell,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43500,128.9
591,Travis Kelce,Austin Hooper,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43800,128.9
326,Travis Kelce,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43800,128.8
328,Travis Kelce,Chris Carson,Nick Chubb,Demaryius Thomas,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,44000,128.6
327,Travis Kelce,Nick Chubb,Adrian Peterson,Zay Jones,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,44000,128.6
592,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,43700,128.5
71,Travis Kelce,Lamar Miller,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,43400,128.4
593,Travis Kelce,Austin Hooper,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43600,128.4
329,Travis Kelce,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43600,128.3
72,Austin Hooper,Phillip Lindsay,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43300,128.3
331,Travis Kelce,Phillip Lindsay,Nick Chubb,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43900,128.2
73,Austin Hooper,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43200,128.2
330,Austin Hooper,Alvin Kamara,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,43900,128.2
594,Travis Kelce,Antonio Gates,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43500,128.0
332,Travis Kelce,Lamar Miller,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43700,127.9
595,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,43400,127.8
74,Austin Hooper,Lamar Miller,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43000,127.69999999999999
75,Austin Hooper,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,43100,127.60000000000001
596,Travis Kelce,Austin Hooper,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43300,127.6
333,Travis Kelce,Lamar Miller,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43500,127.4
597,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,43200,127.3
334,Travis Kelce,Lamar Miller,Nick Chubb,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43400,127.1
598,Travis Kelce,Austin Hooper,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43100,127.1
76,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,42900,127.1
335,Austin Hooper,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43300,127.0
77,Austin Hooper,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42700,126.9
336,Travis Kelce,Chris Carson,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43200,126.6
337,Austin Hooper,Nick Chubb,Adrian Peterson,Marvin Jones Jr.,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43100,126.5
78,Austin Hooper,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42500,126.4
79,Austin Hooper,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Chiefs,42600,126.2
599,Travis Kelce,Austin Hooper,Isaiah Crowell,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42800,126.2
600,Travis Kelce,Kyle Rudolph,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,43000,126.1
339,Travis Kelce,Lamar Miller,Nick Chubb,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,43000,126.1
338,Travis Kelce,Chris Carson,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,43000,126.1
340,Travis Kelce,Chris Carson,Nick Chubb,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42900,125.80000000000001
341,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Broncos,42800,125.8
601,Travis Kelce,Austin Hooper,Isaiah Crowell,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42600,125.7
80,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,42400,125.69999999999999
602,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Tim Patrick,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42700,125.6
81,Travis Kelce,Chris Carson,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,42300,125.6
82,Austin Hooper,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42200,125.5
342,Austin Hooper,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,42600,125.3
343,Travis Kelce,Isaiah Crowell,Nick Chubb,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42700,125.19999999999999
603,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Tim Patrick,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42500,125.1
83,Austin Hooper,Isaiah Crowell,Nick Chubb,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42000,125.0
344,Travis Kelce,Chris Carson,Nick Chubb,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42500,124.80000000000001
604,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,42300,124.7
84,Travis Kelce,Nick Chubb,Peyton Barber,Adrian Peterson,Anthony Miller,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,42100,124.60000000000001
605,Travis Kelce,Austin Hooper,Lamar Miller,Nick Chubb,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,42400,124.6
345,Travis Kelce,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,42400,124.5
606,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,42200,124.4
346,Travis Kelce,Chris Carson,Nick Chubb,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,42300,124.30000000000001
607,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,42100,124.2
85,Travis Kelce,Isaiah Crowell,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,41800,124.19999999999999
608,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,42000,123.9
86,Austin Hooper,Lamar Miller,Chris Carson,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,41700,123.69999999999999
347,Austin Hooper,Nick Chubb,Adrian Peterson,Willie Snead IV,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42200,123.69999999999999
87,Austin Hooper,Nick Chubb,Peyton Barber,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,41600,123.6
348,Travis Kelce,Isaiah Crowell,Nick Chubb,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,42000,123.4
609,Travis Kelce,Austin Hooper,Chris Carson,Nick Chubb,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,41900,123.3
88,Austin Hooper,Nick Chubb,Peyton Barber,Adrian Peterson,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,41400,123.1
610,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,41600,122.9
349,Travis Kelce,Isaiah Crowell,Nick Chubb,Tim Patrick,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,41800,122.9
612,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Zay Jones,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,41800,122.7
611,Travis Kelce,Austin Hooper,Chris Carson,Nick Chubb,Demaryius Thomas,Sammy Watkins,Courtland Sutton,Cam Newton,Broncos,41800,122.7
350,Austin Hooper,Nick Chubb,Adrian Peterson,Anthony Miller,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,41700,122.69999999999999
351,Travis Kelce,Nick Chubb,Adrian Peterson,Anthony Miller,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Chiefs,41900,122.60000000000001
89,Austin Hooper,Chris Carson,Nick Chubb,Adrian Peterson,Sammy Watkins,Courtland Sutton,Michael Crabtree,Cam Newton,Lions,41300,122.6
613,Travis Kelce,Antonio Gates,Isaiah Crowell,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,41700,122.6
614,Travis Kelce,Austin Hooper,Nick Chubb,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,41400,122.4
352,Austin Hooper,Nick Chubb,Adrian Peterson,Adam Humphries,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Broncos,41600,122.4
91,Austin Hooper,Isaiah Crowell,Lamar Miller,Nick Chubb,Sammy Watkins,Cooper Kupp,Courtland Sutton,Cam Newton,Lions,41200,122.30000000000001
90,Travis Kelce,Nick Chubb,Peyton Barber,Adrian Peterson,Tim Patrick,Sammy Watkins,Courtland Sutton,Cam Newton,Lions,41200,122.30000000000001
