Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
65568-56648,RB,Jeremy,Jeremy McNichols,McNichols,6.8599998474121096,5,5500,KC@TEN,TEN,KC,Q,Ankle,,,,RB/FLEX
65568-56809,WR,Allen,Allen Lazard,Lazard,4.679999923706054,5,5500,WAS@GB,GB,WAS,,,,,,WR/FLEX
65568-60977,RB,Ty'Son,Ty'Son Williams,Williams,8.125,4,5500,CIN@BAL,BAL,CIN,,,,,,RB/FLEX
65568-26251,WR,Robby,Robby Anderson,Anderson,6.466666539510091,6,5500,CAR@NYG,CAR,NYG,,,,,,WR/FLEX
65568-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,9.7,5,5500,KC@TEN,KC,TEN,IR,Knee - mcl,,,,RB/FLEX
65568-104176,WR,Deonte,Deonte Harris,Harris,8.34000015258789,5,5500,NO@SEA,NO,SEA,Q,Hamstring,,,,WR/FLEX
65568-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,7.925000190734863,4,5400,WAS@GB,WAS,GB,Q,Quadriceps,,,,TE/FLEX
65568-6739,WR,DeSean,DeSean Jackson,Jackson,6.419999694824218,5,5400,DET@LAR,LAR,DET,,,,,,WR/FLEX
65568-93107,RB,AJ,AJ Dillon,Dillon,6.966666539510091,6,5400,WAS@GB,GB,WAS,,,,,,RB/FLEX
65568-56262,WR,Parris,Parris Campbell,Campbell,5.44000015258789,5,5400,IND@SF,IND,SF,IR,Foot,,,,WR/FLEX
65568-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,5.733333587646484,6,5400,DET@LAR,DET,LAR,,,,,,WR/FLEX
65568-52451,RB,Samaje,Samaje Perine,Perine,4.720000076293945,5,5400,CIN@BAL,CIN,BAL,IR,Illness,,,,RB/FLEX
65568-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,7.8599998474121096,5,5400,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-71352,WR,Mecole,Mecole Hardman,Hardman,7.733333587646484,6,5400,KC@TEN,KC,TEN,,,,,,WR/FLEX
65568-14211,RB,Mark,Mark Ingram II,Ingram II,6.183333079020183,6,5400,HOU@ARI,HOU,ARI,,,,,,RB/FLEX
65568-14257,WR,Randall,Randall Cobb,Cobb,6.659999847412109,5,5400,WAS@GB,GB,WAS,,,,,,WR/FLEX
65568-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,6.366666793823242,6,5400,IND@SF,IND,SF,,,,,,TE/FLEX
65568-63625,RB,Nyheim,Nyheim Hines,Hines,5.816666920979817,6,5300,IND@SF,IND,SF,,,,,,RB/FLEX
65568-53640,RB,Sony,Sony Michel,Michel,4.75,6,5300,DET@LAR,LAR,DET,Q,Shoulder,,,,RB/FLEX
65568-80289,WR,Kendrick,Kendrick Bourne,Bourne,8.666666666666666,6,5300,NYJ@NE,NE,NYJ,,,,,,WR/FLEX
65568-45631,RB,Jamaal,Jamaal Williams,Williams,9.233333587646484,6,5300,DET@LAR,DET,LAR,,,,,,RB/FLEX
65568-88699,RB,Jaret,Jaret Patterson,Patterson,1.1749999523162842,4,5300,WAS@GB,WAS,GB,,,,,,RB/FLEX
65568-70282,RB/WR,Demetric,Demetric Felton,Felton,3.1666666666666665,6,5300,DEN@CLE,CLE,DEN,,,,,,RB/WR/FLEX
65568-70372,WR,Chester,Chester Rogers,Rogers,5.416666666666667,6,5300,KC@TEN,TEN,KC,Q,Groin,,,,WR/FLEX
65568-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,4.724999904632568,4,5300,ATL@MIA,ATL,MIA,,,,,,WR/FLEX
65568-29780,TE,Zach,Zach Ertz,Ertz,6.650000254313151,6,5300,HOU@ARI,ARI,HOU,,,,,,TE/FLEX
65568-38264,WR,Demarcus,Demarcus Robinson,Robinson,5.920000076293945,5,5300,KC@TEN,KC,TEN,,,,,,WR/FLEX
65568-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,5.533333460489909,3,5300,WAS@GB,GB,WAS,IR,Hamstring,,,,WR/FLEX
65568-85845,WR,Rashod,Rashod Bateman,Bateman,4.900000095367432,1,5300,CIN@BAL,BAL,CIN,,,,,,WR/FLEX
65568-73687,WR,Quez,Quez Watkins,Watkins,6.849999745686849,6,5300,PHI@LV,PHI,LV,,,,,,WR/FLEX
65568-53390,WR,Zach,Zach Pascal,Pascal,7.900000254313151,6,5200,IND@SF,IND,SF,,,,,,WR/FLEX
65568-33047,WR,Chris,Chris Moore,Moore,11.399999618530273,2,5200,HOU@ARI,HOU,ARI,,,,,,WR/FLEX
65568-39286,TE,O.J.,O.J. Howard,Howard,4.2,5,5200,CHI@TB,TB,CHI,Q,Ankle,,,,TE/FLEX
65568-94625,WR,Jalen,Jalen Reagor,Reagor,4.950000127156575,6,5200,PHI@LV,PHI,LV,,,,,,WR/FLEX
65568-31207,TE,C.J.,C.J. Uzomah,Uzomah,6.916666666666667,6,5200,CIN@BAL,CIN,BAL,,,,,,TE/FLEX
65568-70383,RB,Darrynton,Darrynton Evans,Evans,2.5333333015441895,6,5200,KC@TEN,TEN,KC,IR,Knee,,,,RB/FLEX
65568-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,7.299999872843425,6,5200,PHI@LV,PHI,LV,,,,,,RB/FLEX
65568-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,4.5,5,5200,KC@TEN,TEN,KC,,,,,,WR/FLEX
65568-64808,TE,Juwan,Juwan Johnson,Johnson,6.849999904632568,4,5200,NO@SEA,NO,SEA,,,,,,TE/FLEX
65568-71032,WR,Devin,Devin Duvernay,Duvernay,5.166666666666667,6,5200,CIN@BAL,BAL,CIN,,,,,,WR/FLEX
65568-56698,WR,Dante,Dante Pettis,Pettis,7.300000190734863,1,5200,CAR@NYG,NYG,CAR,,,,,,WR/FLEX
65568-32234,RB,Malcolm,Malcolm Brown,Brown,3.9200000762939453,5,5200,ATL@MIA,MIA,ATL,Q,Ribs,,,,RB/FLEX
65568-32235,WR,Marcus,Marcus Johnson,Johnson,3.3499999046325684,2,5200,KC@TEN,TEN,KC,,,,,,WR/FLEX
65568-62967,WR,Preston,Preston Williams,Williams,4.449999809265137,2,5200,ATL@MIA,MIA,ATL,Q,Groin,,,,WR/FLEX
65568-28181,RB,Le'Veon,Le'Veon Bell,Bell,4.449999809265137,2,5200,CIN@BAL,BAL,CIN,,,,,,RB/FLEX
65568-69276,WR,Bryan,Bryan Edwards,Edwards,6.299999872843425,6,5200,PHI@LV,LV,PHI,Q,Hamstring,,,,WR/FLEX
65568-69295,WR,Byron,Byron Pringle,Pringle,5.5,6,5200,KC@TEN,KC,TEN,,,,,,WR/FLEX
65568-52916,WR,Russell,Russell Gage,Gage,2.6500000953674316,2,5200,ATL@MIA,ATL,MIA,,,,,,WR/FLEX
65568-71444,RB,Travis,Travis Homer,Homer,2.8999999364217124,6,5200,NO@SEA,SEA,NO,,,,,,RB/FLEX
65568-63591,RB,Ronald,Ronald Jones II,Jones II,3.433333396911621,6,5100,CHI@TB,TB,CHI,,,,,,RB/FLEX
65568-79998,WR,Keelan,Keelan Cole Sr.,Cole Sr.,6.5,3,5100,NYJ@NE,NYJ,NE,,,,,,WR/FLEX
65568-47523,WR,Tajae,Tajae Sharpe,Sharpe,3.049999952316284,4,5100,ATL@MIA,ATL,MIA,,,,,,WR/FLEX
65568-80353,TE,Robert,Robert Tonyan,Tonyan,3.4500001271565757,6,5100,WAS@GB,GB,WAS,,,,,,TE/FLEX
65568-41475,WR,John,John Ross III,Ross III,5.666666666666667,3,5100,CAR@NYG,NYG,CAR,Q,Hamstring,,,,WR/FLEX
65568-25267,WR,Mack,Mack Hollins,Hollins,4.800000190734863,2,5100,ATL@MIA,MIA,ATL,,,,,,WR/FLEX
65568-45791,WR,Rashard,Rashard Higgins,Higgins,5.159999847412109,5,5100,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-86780,RB,Salvon,Salvon Ahmed,Ahmed,3.0200000762939454,5,5100,ATL@MIA,MIA,ATL,,,,,,RB/FLEX
65568-91419,WR,Nico,Nico Collins,Collins,3.7666667302449546,3,5100,HOU@ARI,HOU,ARI,,,,,,WR/FLEX
65568-63050,RB,Ty,Ty Johnson,Johnson,4.720000076293945,5,5100,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
65568-53097,WR,Josh,Josh Reynolds,Reynolds,5.099999904632568,2,5100,KC@TEN,TEN,KC,,,,,,WR/FLEX
65568-94087,RB,DeeJay,DeeJay Dallas,Dallas,2.316666603088379,6,5100,NO@SEA,SEA,NO,,,,,,RB/FLEX
65568-55335,TE,David,David Njoku,Njoku,8.019999694824218,5,5000,DEN@CLE,CLE,DEN,,,,,,TE/FLEX
65568-57432,WR,Cameron,Cameron Batson,Batson,2.5,4,5000,KC@TEN,TEN,KC,IR,Knee - acl,,,,WR/FLEX
65568-24671,WR,Adam,Adam Humphries,Humphries,3.7333332697550454,6,5000,WAS@GB,WAS,GB,,,,,,WR/FLEX
65568-65724,RB,JaMycal,JaMycal Hasty,Hasty,8.100000381469727,2,5000,IND@SF,SF,IND,IR,Ankle,,,,RB/FLEX
65568-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,11.316666920979818,12,5000,IND@SF,SF,IND,NA,Knee - meniscus,,,,RB/FLEX
65568-12546,D,Arizona,Arizona Cardinals,Cardinals,10.5,6,5000,HOU@ARI,ARI,HOU,,,,,,DEF
65568-22898,RB,Brandon,Brandon Bolden,Bolden,3.6200000762939455,5,5000,NYJ@NE,NE,NYJ,Q,Thigh,,,,RB/FLEX
65568-57840,RB,Rashaad,Rashaad Penny,Penny,0.800000011920929,1,5000,NO@SEA,SEA,NO,IR,Calf,,,,RB/FLEX
65568-23194,WR,Josh,Josh Gordon,Gordon,1.600000023841858,1,5000,KC@TEN,KC,TEN,,,,,,WR/FLEX
65568-72453,WR,Denzel,Denzel Mims,Mims,4.400000095367432,2,5000,NYJ@NE,NYJ,NE,,,,,,WR/FLEX
65568-41872,TE,Evan,Evan Engram,Engram,4.349999904632568,4,5000,CAR@NYG,NYG,CAR,,,,,,TE/FLEX
65568-62497,RB,David,David Johnson,Johnson,5.266666730244954,6,5000,HOU@ARI,HOU,ARI,,,,,,RB/FLEX
65568-42028,WR,Will,Will Fuller V,Fuller V,3.299999952316284,2,5000,ATL@MIA,MIA,ATL,IR,Finger,,,,WR/FLEX
65568-62535,WR,Tyrell,Tyrell Williams,Williams,2.4000000953674316,1,5000,DET@LAR,DET,LAR,IR,Concussion,,,,WR/FLEX
65568-83138,TE,Ross,Ross Dwelley,Dwelley,6.050000190734863,2,5000,IND@SF,SF,IND,,,,,,TE/FLEX
65568-56580,WR,Christian,Christian Blake,Blake,1.75,2,5000,ATL@MIA,ATL,MIA,,,,,,WR/FLEX
65568-54608,RB,Jerick,Jerick McKinnon,McKinnon,1.600000023841858,4,5000,KC@TEN,KC,TEN,,,,,,RB/FLEX
65568-52613,WR,Curtis,Curtis Samuel,Samuel,2.3499999046325684,2,5000,WAS@GB,WAS,GB,Q,Groin,,,,WR/FLEX
65568-69168,WR,N'Keal,N'Keal Harry,Harry,1.4500000476837158,2,5000,NYJ@NE,NE,NYJ,,,,,,WR/FLEX
65568-69303,WR,Freddie,Freddie Swain,Swain,5.516666412353516,6,5000,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-30403,WR,Chris,Chris Conley,Conley,3.4833332697550454,6,5000,HOU@ARI,HOU,ARI,Q,Neck,,,,WR/FLEX
65568-52931,RB,Eli,Eli Penny,Penny,1.9200000762939453,5,5000,CAR@NYG,NYG,CAR,,,,,,RB/FLEX
65568-63186,WR,James,James Proche,Proche,3.950000047683716,4,5000,CIN@BAL,BAL,CIN,,,,,,WR/FLEX
65568-26355,TE,Logan,Logan Thomas,Thomas,9.233333587646484,3,5000,WAS@GB,WAS,GB,IR,Hamstring,,,,TE/FLEX
65568-40857,RB,Peyton,Peyton Barber,Barber,8.299999872843424,3,5000,PHI@LV,LV,PHI,,,,,,RB/FLEX
65568-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,7.721428462437221,14,5000,NO@SEA,NO,SEA,IR,Hamstring,,,,WR/FLEX
65568-69836,WR,Collin,Collin Johnson,Johnson,3.566666603088379,3,4900,CAR@NYG,NYG,CAR,,,,,,WR/FLEX
65568-12538,D,Los Angeles,Los Angeles Rams,Rams,6.833333333333333,6,4900,DET@LAR,LAR,DET,,,,,,DEF
65568-80294,TE,Anthony,Anthony Firkser,Firkser,3.4000000953674316,4,4900,KC@TEN,TEN,KC,,,,,,TE/FLEX
65568-41426,RB,Phillip,Phillip Lindsay,Lindsay,4.350000063578288,6,4900,HOU@ARI,HOU,ARI,,,,,,RB/FLEX
65568-88575,WR,Elijah,Elijah Moore,Moore,2.6500000953674316,4,4900,NYJ@NE,NYJ,NE,,,,,,WR/FLEX
65568-57909,RB,Marlon,Marlon Mack,Mack,2.875,4,4900,IND@SF,IND,SF,,,,,,RB/FLEX
65568-55970,RB,Royce,Royce Freeman,Freeman,1.4500000476837158,4,4900,CAR@NYG,CAR,NYG,,,,,,RB/FLEX
65568-72370,RB,J.J.,J.J. Taylor,Taylor,0.10000000397364299,3,4900,NYJ@NE,NE,NYJ,,,,,,RB/FLEX
65568-25290,RB,Giovani,Giovani Bernard,Bernard,6.459999847412109,5,4900,CHI@TB,TB,CHI,,,,,,RB/FLEX
65568-82731,WR,Brandon,Brandon Zylstra,Zylstra,7.966666539510091,3,4900,CAR@NYG,CAR,NYG,IR,Hamstring,,,,WR/FLEX
65568-64339,WR,Auden,Auden Tate,Tate,2.8499999046325684,4,4900,CIN@BAL,CIN,BAL,,,,,,WR/FLEX
65568-91047,TE,Cole,Cole Kmet,Kmet,3.3333333333333335,6,4900,CHI@TB,CHI,TB,,,,,,TE/FLEX
65568-48116,TE,Jonnu,Jonnu Smith,Smith,4.583333333333333,6,4900,NYJ@NE,NE,NYJ,,,,,,TE/FLEX
65568-27776,RB,Tevin,Tevin Coleman,Coleman,2.5,4,4900,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
65568-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,2.325000047683716,4,4900,DET@LAR,DET,LAR,,,,,,WR/FLEX
65568-93538,WR,Dyami,Dyami Brown,Brown,2.339999961853027,5,4900,WAS@GB,WAS,GB,Q,Knee,,,,WR/FLEX
65568-40434,WR,Greg,Greg Ward,Ward,5.333333333333333,3,4900,PHI@LV,PHI,LV,,,,,,WR/FLEX
65568-57299,TE,Gerald,Gerald Everett,Everett,5.675000190734863,4,4900,NO@SEA,SEA,NO,,,,,,TE/FLEX
65568-61610,RB,Jacques,Jacques Patrick,Patrick,1.2000000476837158,1,4800,IND@SF,SF,IND,,,,,,RB/FLEX
65568-12541,D,New England,New England Patriots,Patriots,6.166666666666667,6,4800,NYJ@NE,NE,NYJ,,,,,,DEF
65568-63806,RB,Kerryon,Kerryon Johnson,Johnson,4.449999945504325,14,4800,IND@SF,SF,IND,,,,,,RB/FLEX
65568-41305,WR,Zay,Zay Jones,Jones,3.924999952316284,4,4800,PHI@LV,LV,PHI,,,,,,WR/FLEX
65568-64031,TE,Hayden,Hayden Hurst,Hurst,4.159999847412109,5,4800,ATL@MIA,ATL,MIA,,,,,,TE/FLEX
65568-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,1.5499999523162842,2,4800,ATL@MIA,ATL,MIA,,,,,,RB/FLEX
65568-29734,RB,Ty,Ty Montgomery,Montgomery,2.7333332697550454,3,4800,NO@SEA,NO,SEA,,,,,,RB/FLEX
65568-62505,TE,MyCole,MyCole Pruitt,Pruitt,3.7599998474121095,5,4800,KC@TEN,TEN,KC,,,,,,TE/FLEX
65568-68712,WR,Tyler,Tyler Johnson,Johnson,2.9,5,4800,CHI@TB,TB,CHI,,,,,,WR/FLEX
65568-62628,WR,DeAndre,DeAndre Carter,Carter,3.066666603088379,6,4800,WAS@GB,WAS,GB,,,,,,WR/FLEX
65568-48344,WR,Albert,Albert Wilson,Wilson,2,4,4800,ATL@MIA,MIA,ATL,,,,,,WR/FLEX
65568-52495,WR,Braxton,Braxton Berrios,Berrios,5.020000076293945,5,4800,NYJ@NE,NYJ,NE,,,,,,WR/FLEX
65568-64827,WR,Miles,Miles Boykin,Boykin,1.100000023841858,1,4800,CIN@BAL,BAL,CIN,,,,,,WR/FLEX
65568-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,0.25,2,4800,WAS@GB,GB,WAS,,,,,,WR/FLEX
65568-56708,TE,Will,Will Dissly,Dissly,4.55999984741211,5,4800,NO@SEA,SEA,NO,,,,,,TE/FLEX
65568-73130,RB,Chris,Chris Evans,Evans,5.550000190734863,4,4800,CIN@BAL,CIN,BAL,Q,Hamstring,,,,RB/FLEX
65568-32243,WR,Marquise,Marquise Goodwin,Goodwin,1.816666603088379,6,4800,CHI@TB,CHI,TB,,,,,,WR/FLEX
65568-22018,WR,Mohamed,Mohamed Sanu,Sanu,2.9399999618530273,5,4800,IND@SF,SF,IND,,,,,,WR/FLEX
65568-87662,WR,Anthony,Anthony Schwartz,Schwartz,1.9833332697550456,6,4800,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,3.1000000635782876,6,4800,CAR@NYG,CAR,NYG,Q,Concussion,,,,WR/FLEX
65568-8117,WR,Danny,Danny Amendola,Amendola,6.650000095367432,2,4800,HOU@ARI,HOU,ARI,,,,,,WR/FLEX
65568-63447,WR,Penny,Penny Hart,Hart,1.933333396911621,3,4800,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-88109,RB,Gary,Gary Brightwell,Brightwell,0.75,2,4700,CAR@NYG,NYG,CAR,,,,,,RB/FLEX
65568-149710,WR,Mike,Mike Strachan,Strachan,1.7999999523162842,2,4700,IND@SF,IND,SF,,,,,,WR/FLEX
65568-28907,WR,Alex,Alex Erickson,Erickson,1.0399999618530273,5,4700,CAR@NYG,CAR,NYG,Q,Concussion,,,,WR/FLEX
65568-12542,D,New Orleans,New Orleans Saints,Saints,9.8,5,4700,NO@SEA,NO,SEA,,,,,,DEF
65568-14704,WR,Chris,Chris Hogan,Hogan,2.4200000762939453,5,4700,NO@SEA,NO,SEA,,,,,,WR/FLEX
65568-70133,RB,Jake,Jake Funk,Funk,0.20000000794728598,3,4700,DET@LAR,LAR,DET,IR,Hamstring,,,,RB/FLEX
65568-72182,WR,Dee,Dee Eskridge,Eskridge,3.299999952316284,1,4700,NO@SEA,SEA,NO,IR,Concussion,,,,WR/FLEX
65568-56059,WR,Trent,Trent Sherfield,Sherfield,3.566666603088379,3,4700,IND@SF,SF,IND,,,,,,WR/FLEX
65568-33578,RB,Jalen,Jalen Richard,Richard,0.8500000238418579,2,4700,PHI@LV,LV,PHI,,,,,,RB/FLEX
65568-91101,TE,Tommy,Tommy Tremble,Tremble,4.079999923706055,5,4700,CAR@NYG,CAR,NYG,,,,,,TE/FLEX
65568-54472,WR,Cam,Cam Sims,Sims,2.450000047683716,2,4700,WAS@GB,WAS,GB,Q,Hamstring,,,,WR/FLEX
65568-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,2.674999952316284,4,4700,NO@SEA,NO,SEA,IR,Ankle,,,,RB/FLEX
65568-64949,WR,Ja'Marcus,Ja'Marcus Bradley,Bradley,4.25,2,4700,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-57064,RB,Ryan,Ryan Nall,Nall,1.6700000762939453,10,4700,CHI@TB,CHI,TB,,,,,,RB/FLEX
65568-61273,WR,Scotty,Scotty Miller,Miller,1.0499999523162842,2,4700,CHI@TB,TB,CHI,IR,Toe,,,,WR/FLEX
65568-30678,WR,Damiere,Damiere Byrd,Byrd,1.7000000476837158,2,4700,CHI@TB,CHI,TB,,,,,,WR/FLEX
65568-94262,WR,Antonio,Antonio Gandy-Golden,Gandy-Golden,0.75,4,4600,WAS@GB,WAS,GB,,,,,,WR/FLEX
65568-79974,RB,Tarik,Tarik Cohen,Cohen,2.9,5,4600,CHI@TB,CHI,TB,NA,Knee - acl,,,,RB/FLEX
65568-61593,WR,Jauan,Jauan Jennings,Jennings,5.300000190734863,2,4600,IND@SF,SF,IND,,,,,,WR/FLEX
65568-86173,RB,Mekhi,Mekhi Sargent,Sargent,0.20000000298023224,2,4600,KC@TEN,TEN,KC,,,,,,RB/FLEX
65568-63717,RB,Alec,Alec Ingold,Ingold,2.700000047683716,4,4600,PHI@LV,LV,PHI,,,,,,RB/FLEX
65568-69860,RB,Trayveon,Trayveon Williams,Williams,1.2999999523162842,1,4600,CIN@BAL,CIN,BAL,,,,,,RB/FLEX
65568-55694,WR,Mike,Mike Thomas,Thomas,1.3000000317891438,3,4600,CIN@BAL,CIN,BAL,,,,,,WR/FLEX
65568-80281,WR,C.J.,C.J. Board,Board,1.2833333015441895,6,4600,CAR@NYG,NYG,CAR,IR,Arm,,,,WR/FLEX
65568-92976,WR,Tutu,Tutu Atwell,Atwell,0,5,4600,DET@LAR,LAR,DET,,,,,,WR/FLEX
65568-45964,WR,Marcus,Marcus Kemp,Kemp,0,1,4600,KC@TEN,KC,TEN,,,,,,WR/FLEX
65568-56356,WR,Isaiah,Isaiah Ford,Ford,0.4000000059604645,2,4600,ATL@MIA,MIA,ATL,,,,,,WR/FLEX
65568-68685,WR,Austin,Austin Mack,Mack,2.5200000762939454,5,4600,CAR@NYG,NYG,CAR,,,,,,WR/FLEX
65568-91225,RB,Kylin,Kylin Hill,Hill,0.5333333412806193,6,4600,WAS@GB,GB,WAS,,,,,,RB/FLEX
65568-83091,RB,Trenton,Trenton Cannon,Cannon,-0.4000000059604645,4,4600,IND@SF,SF,IND,,,,,,RB/FLEX
65568-40126,TE,Austin,Austin Hooper,Hooper,4.016666730244954,6,4600,DEN@CLE,CLE,DEN,,,,,,TE/FLEX
65568-52591,RB,Rodney,Rodney Smith,Smith,7.300000190734863,1,4600,CAR@NYG,CAR,NYG,,,,,,RB/FLEX
65568-44449,WR,Willie,Willie Snead IV,Snead IV,0.9399999618530274,5,4600,PHI@LV,LV,PHI,,,,,,WR/FLEX
65568-28157,WR,Bennie,Bennie Fowler III,Fowler III,2.0999999046325684,1,4600,IND@SF,SF,IND,,,,,,WR/FLEX
65568-54782,TE,Cameron,Cameron Brate,Brate,3.3,5,4600,CHI@TB,TB,CHI,,,,,,TE/FLEX
65568-103943,WR,Trinity,Trinity Benson,Benson,1.7,5,4600,DET@LAR,DET,LAR,,,,,,WR/FLEX
65568-91677,WR,Shi,Shi Smith,Smith,3,1,4600,CAR@NYG,CAR,NYG,,,,,,WR/FLEX
65568-104012,WR,Ashton,Ashton Dulin,Dulin,1.3,5,4600,IND@SF,IND,SF,,,,,,WR/FLEX
65568-71367,RB,La'Mical,La'Mical Perine,Perine,4.7,10,4600,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
65568-38721,RB,Johnny,Johnny Stanton IV,Stanton IV,1.100000023841858,1,4600,DEN@CLE,CLE,DEN,,,,,,RB/FLEX
65568-89970,WR,Amari,Amari Rodgers,Rodgers,0.7166666984558105,6,4600,WAS@GB,GB,WAS,,,,,,WR/FLEX
65568-71578,RB,Artavis,Artavis Pierce,Pierce,0,1,4600,CHI@TB,CHI,TB,,,,,,RB/FLEX
65568-104388,WR,Tom,Tom Kennedy,Kennedy,2,1,4600,DET@LAR,DET,LAR,,,,,,WR/FLEX
65568-57338,TE,Jordan,Jordan Akins,Akins,2.566666603088379,6,4600,HOU@ARI,HOU,ARI,,,,,,TE/FLEX
65568-92168,WR,Damion,Damion Willis,Willis,0,1,4500,WAS@GB,WAS,GB,,,,,,WR/FLEX
65568-69646,RB,Dedrick,Dedrick Mills,Mills,,,4500,DET@LAR,DET,LAR,,,,,,RB/FLEX
65568-69655,WR,Stephen,Stephen Sullivan,Sullivan,0,1,4500,CAR@NYG,CAR,NYG,,,,,,WR/FLEX
65568-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,,,4500,KC@TEN,TEN,KC,,,,,,WR/FLEX
65568-63550,WR,Isaiah,Isaiah Zuber,Zuber,1.5,4,4500,IND@SF,SF,IND,,,,,,WR/FLEX
65568-86078,WR,Trevon,Trevon Grimes,Grimes,,,4500,PHI@LV,PHI,LV,Q,Undisclosed,,,,WR/FLEX
65568-63554,WR,Dalton,Dalton Schoen,Schoen,0,1,4500,WAS@GB,WAS,GB,,,,,,WR/FLEX
65568-55366,RB,Qadree,Qadree Ollison,Ollison,0.30000001192092896,1,4500,ATL@MIA,ATL,MIA,,,,,,RB/FLEX
65568-28744,RB,Raheem,Raheem Mostert,Mostert,2,1,4500,IND@SF,SF,IND,IR,Knee - meniscus,,,,RB/FLEX
65568-71756,WR,Aaron,Aaron Fuller,Fuller,0,1,4500,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-41042,WR,Marcell,Marcell Ateman,Ateman,,,4500,PHI@LV,LV,PHI,,,,,,WR/FLEX
65568-63576,WR,Kirk,Kirk Merritt,Merritt,0,1,4500,ATL@MIA,MIA,ATL,,,,,,WR/FLEX
65568-63586,WR,De'Quan,De'Quan Hampton,Hampton,,,4500,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-79972,WR,Chad,Chad Williams,Williams,,,4500,KC@TEN,KC,TEN,Q,Undisclosed,,,,WR/FLEX
65568-79982,RB,Alex,Alex Armah,Armah,0.23333332935969034,3,4500,NO@SEA,NO,SEA,,,,,,RB/FLEX
65568-79987,WR,David,David Moore,Moore,0,1,4500,DEN@CLE,DEN,CLE,,,,,,WR/FLEX
65568-61555,WR,David,David Sills,Sills,0,1,4500,CAR@NYG,NYG,CAR,,,,,,WR/FLEX
65568-63603,WR,Jared,Jared Pinkney,Pinkney,0,1,4500,DET@LAR,LAR,DET,,,,,,WR/FLEX
65568-30837,WR,Jordan,Jordan Matthews,Matthews,,,4500,IND@SF,SF,IND,,,,,,WR/FLEX
65568-55414,WR,Cody,Cody Thompson,Thompson,0,1,4500,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-55417,WR,Jon'Vea,Jon'Vea Johnson,Johnson,0,1,4500,CHI@TB,CHI,TB,,,,,,WR/FLEX
65568-88186,WR,JoJo,JoJo Ward,Ward,0,2,4500,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-104577,WR,Gunner,Gunner Olszewski,Olszewski,0,5,4500,NYJ@NE,NE,NYJ,,,,,,WR/FLEX
65568-84101,WR,Vyncint,Vyncint Smith,Smith,0.44999998807907104,4,4500,NYJ@NE,NYJ,NE,,,,,,WR/FLEX
65568-47249,WR,Darvin,Darvin Kidsy,Kidsy,0,1,4500,NO@SEA,SEA,NO,,,,,,WR/FLEX
65568-63646,WR,Lawrence,Lawrence Cager,Cager,1.5,3,4500,DEN@CLE,CLE,DEN,,,,,,WR/FLEX
65568-86192,WR,KJ,KJ Hamler,Hamler,3.2999998728434243,3,4500,DEN@CLE,DEN,CLE,IR,Knee - acl,,,,WR/FLEX
65568-41155,WR,Taquan,Taquan Mizzell,Mizzell,,,4500,CAR@NYG,NYG,CAR,Q,Undisclosed,,,,WR/FLEX
65568-55514,RB,Buddy,Buddy Howell,Howell,2.3999999364217124,3,4500,DET@LAR,LAR,DET,,,,,,RB/FLEX
65568-57565,RB,Austin,Austin Walter,Walter,0.875,4,4500,NYJ@NE,NYJ,NE,,,,,,RB/FLEX
65568-149742,RB,Nate,Nate McCrary,McCrary,,,4500,CIN@BAL,BAL,CIN,,,,,,RB/FLEX
65568-149743,WR,Donte,Donte Sylencieux,Sylencieux,,,4500,CIN@BAL,BAL,CIN,Q,Undisclosed,,,,WR/FLEX
