,0,1,2,3,4,5,6,7,8
123.8,Blake Bortles,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Kenny Golladay,Amari Cooper,George Kittle,Rob Gronkowski
123.8,Jared Goff,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Rob Gronkowski
123.8,Blake Bortles,San Francisco 49ers,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Robert Woods,Rob Gronkowski
123.7,Blake Bortles,New England Patriots,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins,Rob Gronkowski
123.7,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle
123.7,Jimmy Garoppolo,Detroit Lions,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Rob Gronkowski
123.6,Blake Bortles,Los Angeles Rams,Royce Freeman,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Golden Tate,Kenny Golladay,Rob Gronkowski
123.6,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Golden Tate,Austin Seferian-Jenkins
123.6,Blake Bortles,Arizona Cardinals,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Golden Tate,Austin Seferian-Jenkins,Rob Gronkowski
123.5,Blake Bortles,Oakland Raiders,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
123.5,Jimmy Garoppolo,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Jared Cook,Rob Gronkowski
123.5,Blake Bortles,New England Patriots,T.J. Yeldon,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Rob Gronkowski
123.4,Matthew Stafford,Detroit Lions,Todd Gurley II,Matt Breida,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Kenny Golladay,Rob Gronkowski
123.4,Blake Bortles,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Austin Seferian-Jenkins,Rob Gronkowski
123.4,Tom Brady,New England Patriots,T.J. Yeldon,Todd Gurley II,James White,Pierre Garcon,Robert Woods,Kenny Golladay,Rob Gronkowski
123.3,Case Keenum,Denver Broncos,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,George Kittle
123.3,Jimmy Garoppolo,Detroit Lions,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle,Rob Gronkowski
123.3,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,James White,Pierre Garcon,Robert Woods,Demaryius Thomas,Rob Gronkowski
123.2,Sam Bradford,San Francisco 49ers,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Rob Gronkowski
123.2,Matthew Stafford,Los Angeles Rams,Alfred Morris,Todd Gurley II,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,George Kittle,Rob Gronkowski
123.2,Tom Brady,Arizona Cardinals,T.J. Yeldon,Todd Gurley II,James White,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,George Kittle
123.1,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Theo Riddick,Cooper Kupp,Robert Woods,Kenny Golladay,Rob Gronkowski
123.1,Case Keenum,Denver Broncos,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Austin Seferian-Jenkins
123.1,Matthew Stafford,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Ricky Seals-Jones,Rob Gronkowski
123.0,Case Keenum,Los Angeles Rams,T.J. Yeldon,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle
123.0,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
123.0,Tom Brady,Arizona Cardinals,Alfred Morris,Todd Gurley II,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
122.9,Jared Goff,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins,Rob Gronkowski
122.9,Tom Brady,New England Patriots,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Golden Tate,Demaryius Thomas,Austin Seferian-Jenkins
122.9,Jared Goff,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,James White,Pierre Garcon,Kenny Golladay,Amari Cooper,Rob Gronkowski
122.8,Jimmy Garoppolo,Arizona Cardinals,Todd Gurley II,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski
122.8,Jared Goff,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Phillip Lindsay,Pierre Garcon,Robert Woods,Kenny Golladay,Rob Gronkowski
122.8,Jared Goff,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Cooper Kupp,Robert Woods,Kenny Golladay,George Kittle,Rob Gronkowski
122.7,Case Keenum,Jacksonville Jaguars,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle,Rob Gronkowski
122.7,Matthew Stafford,Detroit Lions,T.J. Yeldon,Todd Gurley II,Theo Riddick,Pierre Garcon,Kenny Golladay,Amari Cooper,Rob Gronkowski
122.7,Tom Brady,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
122.6,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Jeff Heuerman,Rob Gronkowski
122.6,Case Keenum,Arizona Cardinals,T.J. Yeldon,Alfred Morris,Todd Gurley II,Pierre Garcon,Robert Woods,Kenny Golladay,Rob Gronkowski
122.6,Tom Brady,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Ricky Seals-Jones
122.5,Tom Brady,Jacksonville Jaguars,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,George Kittle
122.5,Sam Bradford,San Francisco 49ers,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Amari Cooper,Rob Gronkowski
122.5,Case Keenum,Los Angeles Rams,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Austin Seferian-Jenkins,Rob Gronkowski
122.4,Jared Goff,Los Angeles Rams,T.J. Yeldon,Jalen Richard,Todd Gurley II,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
122.4,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,George Kittle
122.4,Tom Brady,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,George Kittle,Ricky Seals-Jones
122.3,Case Keenum,Detroit Lions,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Rob Gronkowski
122.3,Jared Goff,Los Angeles Rams,Royce Freeman,Todd Gurley II,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,George Kittle,Rob Gronkowski
122.3,Tom Brady,Detroit Lions,T.J. Yeldon,Todd Gurley II,Theo Riddick,Pierre Garcon,Chris Hogan,Kenny Golladay,Rob Gronkowski
122.2,Jimmy Garoppolo,Los Angeles Rams,Royce Freeman,Jalen Richard,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski
122.2,Tom Brady,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,Tyler Higbee
122.2,Matthew Stafford,Detroit Lions,Todd Gurley II,James White,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,George Kittle,Rob Gronkowski
122.1,Case Keenum,Detroit Lions,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Golden Tate,Kenny Golladay,Rob Gronkowski
122.1,Case Keenum,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Rob Gronkowski,Tyler Higbee
122.1,Tom Brady,New England Patriots,T.J. Yeldon,Todd Gurley II,Corey Grant,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
122.0,Jimmy Garoppolo,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
122.0,Blake Bortles,Detroit Lions,T.J. Yeldon,Jalen Richard,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
122.0,Jimmy Garoppolo,Jacksonville Jaguars,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
121.9,Matthew Stafford,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Ricky Seals-Jones
121.9,Case Keenum,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Golden Tate,Ricky Seals-Jones
121.9,Jared Goff,Los Angeles Rams,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Golden Tate,George Kittle,Rob Gronkowski
121.8,Tom Brady,Arizona Cardinals,T.J. Yeldon,Todd Gurley II,James White,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,George Kittle
121.8,Case Keenum,Denver Broncos,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Kenny Golladay,Rob Gronkowski
121.8,Jimmy Garoppolo,Jacksonville Jaguars,Marshawn Lynch,Todd Gurley II,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,George Kittle,Rob Gronkowski
121.7,Jimmy Garoppolo,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Theo Riddick,Pierre Garcon,Chris Hogan,Kenny Golladay,Rob Gronkowski
121.7,Case Keenum,Los Angeles Rams,Todd Gurley II,Matt Breida,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Austin Seferian-Jenkins,Rob Gronkowski
121.7,Blake Bortles,Detroit Lions,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Golden Tate,Rob Gronkowski
121.6,Matthew Stafford,New England Patriots,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Ricky Seals-Jones,Rob Gronkowski
121.6,Blake Bortles,Los Angeles Rams,Royce Freeman,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,Rob Gronkowski
121.6,Case Keenum,Detroit Lions,Todd Gurley II,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
121.5,Case Keenum,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Robert Woods,Kenny Golladay,Jared Cook,Rob Gronkowski
121.5,Jared Goff,Los Angeles Rams,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Golden Tate,George Kittle
121.5,Tom Brady,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Austin Seferian-Jenkins
121.4,Jimmy Garoppolo,Jacksonville Jaguars,T.J. Yeldon,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Golden Tate,Amari Cooper,George Kittle
121.4,Blake Bortles,Los Angeles Rams,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,George Kittle
121.4,Matthew Stafford,New England Patriots,Royce Freeman,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
121.3,Tom Brady,Denver Broncos,T.J. Yeldon,Todd Gurley II,Corey Grant,Pierre Garcon,Cooper Kupp,Kenny Golladay,Rob Gronkowski
121.3,Matthew Stafford,Detroit Lions,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins
121.3,Blake Bortles,Los Angeles Rams,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Austin Seferian-Jenkins,Rob Gronkowski
121.2,Tom Brady,Denver Broncos,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Austin Seferian-Jenkins
121.2,Sam Bradford,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Rob Gronkowski
121.2,Blake Bortles,Los Angeles Rams,Alfred Morris,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins,Rob Gronkowski
121.1,Jimmy Garoppolo,Detroit Lions,T.J. Yeldon,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins
121.1,Matthew Stafford,Jacksonville Jaguars,Alfred Morris,Todd Gurley II,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Rob Gronkowski
121.1,Case Keenum,Los Angeles Rams,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,George Kittle,Rob Gronkowski
121.0,Matthew Stafford,Detroit Lions,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Rob Gronkowski,Tyler Higbee
121.0,Case Keenum,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Golden Tate,Jared Cook
121.0,Case Keenum,Arizona Cardinals,Alfred Morris,Todd Gurley II,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
120.9,Tom Brady,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Golden Tate,George Kittle,Ricky Seals-Jones
120.9,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,James White,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Jared Cook
120.9,Blake Bortles,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Demaryius Thomas,Ricky Seals-Jones
120.8,Jimmy Garoppolo,Jacksonville Jaguars,Royce Freeman,Todd Gurley II,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
120.8,Tom Brady,New England Patriots,Royce Freeman,Alfred Morris,Todd Gurley II,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Rob Gronkowski
120.8,Case Keenum,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Amari Cooper,Ricky Seals-Jones
120.7,Case Keenum,Denver Broncos,T.J. Yeldon,Todd Gurley II,Matt Breida,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Ricky Seals-Jones
120.7,Matthew Stafford,New England Patriots,Todd Gurley II,Corey Grant,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Demaryius Thomas,Rob Gronkowski
120.7,Case Keenum,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jared Cook,George Kittle
120.6,Tom Brady,New England Patriots,T.J. Yeldon,Todd Gurley II,Matt Breida,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,George Kittle
120.6,Case Keenum,San Francisco 49ers,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Rob Gronkowski
120.6,Case Keenum,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,George Kittle,Ricky Seals-Jones
120.5,Tom Brady,Jacksonville Jaguars,Alfred Morris,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Austin Seferian-Jenkins,Rob Gronkowski
120.5,Case Keenum,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Golden Tate,Jared Cook
120.5,Jimmy Garoppolo,Arizona Cardinals,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins
120.4,Blake Bortles,San Francisco 49ers,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Rob Gronkowski
120.4,Jared Goff,Los Angeles Rams,Todd Gurley II,Corey Grant,Larry Fitzgerald,Pierre Garcon,Golden Tate,George Kittle,Rob Gronkowski
120.4,Jimmy Garoppolo,Oakland Raiders,T.J. Yeldon,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins
120.3,Case Keenum,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
120.3,Tom Brady,Arizona Cardinals,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,Rob Gronkowski,Tyler Higbee
120.3,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Golden Tate,Amari Cooper,George Kittle
120.2,Case Keenum,San Francisco 49ers,Todd Gurley II,Matt Breida,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Demaryius Thomas,George Kittle
120.2,Matthew Stafford,Detroit Lions,Alfred Morris,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Ricky Seals-Jones,Rob Gronkowski
120.2,Tom Brady,New England Patriots,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jared Cook
120.1,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Golden Tate,Rob Gronkowski
120.1,Blake Bortles,Detroit Lions,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Austin Seferian-Jenkins,Rob Gronkowski
120.1,Tom Brady,Arizona Cardinals,T.J. Yeldon,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Ricky Seals-Jones
120.0,Jimmy Garoppolo,Detroit Lions,Royce Freeman,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones
120.0,Jimmy Garoppolo,Arizona Cardinals,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,George Kittle
120.0,Case Keenum,Jacksonville Jaguars,Todd Gurley II,Matt Breida,Larry Fitzgerald,Golden Tate,Kenny Golladay,Austin Seferian-Jenkins,Rob Gronkowski
119.9,Matthew Stafford,Los Angeles Rams,Todd Gurley II,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Austin Seferian-Jenkins,Rob Gronkowski
119.9,Case Keenum,Los Angeles Rams,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Golden Tate,Jared Cook
119.9,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Marshawn Lynch,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski
119.8,Blake Bortles,San Francisco 49ers,T.J. Yeldon,Todd Gurley II,Matt Breida,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,George Kittle
119.8,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Pierre Garcon,Golden Tate,Kenny Golladay,Rob Gronkowski
119.8,Blake Bortles,Los Angeles Rams,Alfred Morris,Todd Gurley II,Pierre Garcon,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones,Rob Gronkowski
119.7,Case Keenum,Jacksonville Jaguars,Royce Freeman,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Jared Cook
119.7,Jimmy Garoppolo,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jared Cook,Rob Gronkowski
119.7,Tom Brady,Arizona Cardinals,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Amari Cooper,George Kittle
119.6,Tom Brady,Detroit Lions,T.J. Yeldon,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Golden Tate,Amari Cooper,Jared Cook
119.6,Jimmy Garoppolo,Jacksonville Jaguars,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,George Kittle
119.6,Jimmy Garoppolo,Arizona Cardinals,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,George Kittle,Rob Gronkowski
119.5,Case Keenum,Los Angeles Rams,Royce Freeman,T.J. Yeldon,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Rob Gronkowski
119.5,Matthew Stafford,Los Angeles Rams,Todd Gurley II,James White,Pierre Garcon,Cooper Kupp,Kenny Golladay,Austin Seferian-Jenkins,Rob Gronkowski
119.5,Tom Brady,Detroit Lions,T.J. Yeldon,Alfred Morris,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Ricky Seals-Jones
119.4,Tom Brady,Detroit Lions,Royce Freeman,Todd Gurley II,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Jared Cook,Rob Gronkowski
119.4,Jared Goff,Los Angeles Rams,Todd Gurley II,Matt Breida,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Demaryius Thomas,Austin Seferian-Jenkins
119.4,Jared Goff,Los Angeles Rams,Jalen Richard,Alfred Morris,Todd Gurley II,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Rob Gronkowski
119.3,Case Keenum,Detroit Lions,Alfred Morris,Todd Gurley II,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Ricky Seals-Jones,Rob Gronkowski
119.3,Jimmy Garoppolo,Los Angeles Rams,T.J. Yeldon,Todd Gurley II,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Ricky Seals-Jones
119.3,Case Keenum,Denver Broncos,Royce Freeman,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Golden Tate,Demaryius Thomas,Ricky Seals-Jones
119.2,Case Keenum,San Francisco 49ers,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Ricky Seals-Jones,Rob Gronkowski
119.2,Jimmy Garoppolo,Los Angeles Rams,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,Ricky Seals-Jones
119.2,Jimmy Garoppolo,Jacksonville Jaguars,Todd Gurley II,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Rob Gronkowski
119.1,Sam Bradford,Oakland Raiders,Jalen Richard,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Golden Tate,Rob Gronkowski
119.1,Tom Brady,Detroit Lions,T.J. Yeldon,Todd Gurley II,Theo Riddick,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Ricky Seals-Jones
119.1,Matthew Stafford,Jacksonville Jaguars,T.J. Yeldon,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins,George Kittle
119.0,Matthew Stafford,New England Patriots,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,George Kittle,Rob Gronkowski
119.0,Blake Bortles,Los Angeles Rams,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Amari Cooper,Austin Seferian-Jenkins
119.0,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Rob Gronkowski
118.9,Jimmy Garoppolo,Arizona Cardinals,Todd Gurley II,Phillip Lindsay,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,George Kittle,Rob Gronkowski
118.9,Jared Goff,Jacksonville Jaguars,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Golden Tate,Demaryius Thomas,George Kittle
118.9,Jared Goff,Los Angeles Rams,Royce Freeman,Todd Gurley II,James White,Larry Fitzgerald,Pierre Garcon,Golden Tate,George Kittle
118.8,Matthew Stafford,New England Patriots,Jalen Richard,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Rob Gronkowski
118.8,Jimmy Garoppolo,Oakland Raiders,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Jared Cook,Rob Gronkowski
118.8,Case Keenum,Detroit Lions,T.J. Yeldon,Matt Breida,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Golden Tate,Rob Gronkowski
118.7,Blake Bortles,Detroit Lions,Royce Freeman,Todd Gurley II,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Rob Gronkowski
118.7,Case Keenum,Los Angeles Rams,Todd Gurley II,James White,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Rob Gronkowski,Tyler Higbee
118.7,Matthew Stafford,Detroit Lions,Marshawn Lynch,Todd Gurley II,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Golden Tate,Ricky Seals-Jones
118.6,Case Keenum,Detroit Lions,Todd Gurley II,Matt Breida,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Chris Hogan,George Kittle
118.6,Tom Brady,New England Patriots,Todd Gurley II,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins,Rob Gronkowski
118.6,Tom Brady,New England Patriots,T.J. Yeldon,Todd Gurley II,Theo Riddick,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Ricky Seals-Jones
118.5,Case Keenum,Arizona Cardinals,Alfred Morris,Todd Gurley II,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Jared Cook,Rob Gronkowski
